ID,Name,Type,Episodes,Rating,Realease_year,Genres,Release_season,Studio
272,Hunter x Hunter OVA 2: Greed Island,OVA  ,8,4.22,2003,"Action, Adventure",,Nippon Animation
273,Monster,TV   ,74,4.22,2004,"Drama, Mystery",Spring,MADHOUSE
274,Fullmetal Alchemist,TV   ,51,4.22,2003,"Action, Adventure",Fall ,Bones
275,Kids on the Slope,TV   ,12,4.22,2012,"Drama, Josei",Spring,MAPPA
276,Assassination Classroom,TV   ,22,4.22,2015,"Action, Comedy",Winter,Lerche
277,One Piece Film: Z,Movie,0,4.22,2012,"Action, Adventure",,Toei Animation
278,Hunter x Hunter,TV   ,62,4.22,1999,"Action, Adventure",Fall ,Nippon Animation
279,Zoku Owarimonogatari,Movie,0,4.22,2018,"Comedy, Ecchi",,SHAFT
280,Komi Can't Communicate,TV   ,12,4.22,2021,"Comedy, Romance",Fall ,OLM
281,A Place Further Than the Universe,TV   ,13,4.22,2018,"Adventure, Drama",Winter,MADHOUSE
282,K-On! Movie,Movie,0,4.22,2011,"Comedy, Seinen",,Kyoto Animation
283,Major Season 2,TV   ,26,4.22,2005,"Drama, Shounen",Fall ,Studio Hibari
284,"Welcome to Demon School Iruma-kun 2",TV   ,21,4.21,2021,"Comedy, Shounen",Spring,BN Pictures
285,Great Pretender,Web  ,23,4.21,2020,"Action, Comedy",Summer,WIT Studio
286,Fate/stay night: Unlimited Blade Works,TV   ,12,4.21,2014,"Action, Fantasy",Fall ,ufotable
287,"Haikyuu!! vs. ""Akaten""",Other,0,4.21,2015,"Shounen, Sports",,Production I.G
288,Quanzhi Gaoshou 2,Web  ,12,4.21,2020,"Action, Drama",,Colored Pencil Animation
289,The Ancient Magus' Bride: Those Awaiting a Star,OVA  ,3,4.21,2016,"Fantasy, Romance",,WIT Studio
290,Sword of the Stranger,Movie,0,4.21,2007,"Action, Drama",,Bones
291,KonoSuba – God's blessing on this wonderful world! 2,TV   ,10,4.21,2017,"Adventure, Comedy",Winter,Studio DEEN
292,Initial D Final Stage,TV   ,0,4.21,2014,"Drama, Seinen",Spring,Synergy SP
293,Cowboy Bebop: The Movie,Movie,0,4.21,2001,"Action, Sci Fi",,Bones
294,Rainbow: Nisha Rokubou no Shichinin,TV   ,26,4.21,2010,"Drama, Seinen",Spring,MADHOUSE
295,Wotakoi: Love is Hard for Otaku OVA,OVA  ,2,4.21,2021,"Comedy, Romance",,Lapin Track
296,Major Season 1,TV   ,26,4.21,2004,"Drama, Shounen",Fall ,Studio Hibari
297,Mobile Suit Gundam: Iron-Blooded Orphans 2,TV   ,25,4.20,2016,"Drama, Mecha",Fall ,Sunrise
298,Major Season 4,TV   ,26,4.20,2008,"Drama, Shounen",Winter,Synergy SP
299,The Disastrous Life of Saiki K. - Reawakened,Web  ,6,4.20,2019,"Comedy, Shounen",Winter,J.C.Staff
300,Hunter x Hunter OVA,OVA  ,8,4.20,2002,"Action, Adventure",,Nippon Animation
301,Saekano: How to Raise a Boring Girlfriend Fine,Movie,0,4.20,2019,"Comedy, Drama",,CloverWorks
302,ReLIFE: Kanketsu-hen,OVA  ,4,4.20,2018,"Comedy, Drama",,Double Eagle
303,Quanzhi Gaoshou Movie: For the Glory,Movie,0,4.20,2019,"Action, Drama",,
304,Legend of the Galactic Heroes: Die Neue These Second 3,Movie,0,4.20,2019,"Drama, Sci Fi",,Production I.G
305,Kamisama Kiss OVA,OVA  ,1,4.20,2013,"Comedy, Fantasy",,TMS Entertainment
306,History's Strongest Disciple Kenichi,TV   ,50,4.20,2006,"Action, Comedy",Fall ,TMS Entertainment
307,Castlevania Season 2,Web  ,8,4.20,2018,"Action, Adventure",Fall ,Mua Film
308,Wu Dong Qiankun 2nd Season,Web  ,12,4.20,2020,"Action, Adventure",,Motion Magic
309,Baccano!,TV   ,13,4.20,2007,"Action, America",Summer,Brain's Base
310,One Outs,TV   ,25,4.20,2008,"Seinen, Sports",Fall ,MADHOUSE
311,Re:ZERO -Starting Life in Another World-,TV   ,25,4.20,2016,"Action, Adventure",Spring,WHITE FOX
312,Skip Beat!,TV   ,25,4.19,2008,"Comedy, Romance",Fall ,Hal Film Maker
313,Golden Kamuy Season 2,TV   ,12,4.19,2018,"Action, Adventure",Fall ,Geno Studio
314,Eve: Kaikai Kitan,Music,0,4.19,2020,"Action, Horror",,MAPPA
315,Puella Magi Madoka Magica the Movie Part 3: Rebellion,Movie,0,4.19,2013,"Fantasy, Magical Girl",,SHAFT
316,Detective Conan Movie 6: The Phantom of Baker Street,Movie,0,4.19,2002,"Mystery, Shounen",,TMS Entertainment
317,Owarimonogatari,TV   ,12,4.19,2015,"Mystery, Psychological",Fall ,SHAFT
318,Silver Spoon 2nd Season,TV   ,11,4.19,2014,"Comedy, Shounen",Winter,A-1 Pictures
319,Mobile Suit Gundam 00 Second Season,TV   ,25,4.19,2008,"Action, Mecha",Fall ,Sunrise
320,When They Cry: Kai,TV   ,24,4.19,2007,"Horror, Conspiracy",Summer,Studio DEEN
321,Natsume's Book of Friends,TV   ,13,4.19,2008,"Drama, Shoujo",Summer,Brain's Base
322,Detective Conan Movie 14: The Lost Ship in the Sky,Movie,0,4.19,2010,"Action, Drama",,TMS Entertainment
323,The Seven Deadly Sins: Revival of the Commandments,TV   ,24,4.19,2018,"Action, Adventure",Winter,A-1 Pictures
324,Toradora!,TV   ,25,4.19,2008,"Comedy, Romance",Fall ,J.C.Staff
325,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,TV Sp,0,4.19,2013,"Action, Adventure",,Toei Animation
326,Grand Blue,TV   ,12,4.19,2018,"Comedy, Ecchi",Summer,Zero-G
327,Nodame Cantabile: Finale,TV   ,11,4.19,2010,"Comedy, Josei",Winter,J.C.Staff
328,xxxHOLiC Kei,TV   ,13,4.19,2008,"Comedy, Seinen",Spring,Production I.G
329,Gintama,TV   ,201,4.19,2006,"Action, Comedy",Spring,Sunrise
330,Vivy: Fluorite Eye's Song,TV   ,13,4.19,2021,"Action, Drama",Spring,WIT Studio
331,Psycho-Pass,TV   ,22,4.18,2012,"Action, Sci Fi",Fall ,Production I.G
332,Fate/Zero,TV   ,13,4.18,2011,"Action, Fantasy",Fall ,ufotable
333,xxxHOLiC Rou,OVA  ,2,4.18,2010,"Drama, Seinen",,Production I.G
334,Initial D Fourth Stage,TV   ,24,4.18,2004,"Action, Drama",Spring,A.C.G.T
335,BELLE,Movie,0,4.18,2021,"Drama, Music",,Studio Chizu
336,Overlord II,TV   ,13,4.18,2018,"Action, Fantasy",Winter,MADHOUSE
337,Chuan Shu Zijiu Zhinan,Web  ,10,4.18,2020,"Comedy, Fantasy",,
338,Gintama: Jump Festa 2008,Other,0,4.18,2008,"Action, Comedy",,Sunrise
339,Sekai-ichi Hatsukoi: World's Greatest First Love 2,TV   ,12,4.18,2011,"BL, Comedy",Fall ,Studio DEEN
340,Ascendance of a Bookworm,TV   ,14,4.18,2019,"Drama, Fantasy",Fall ,Ajia-do
341,Tsubasa Reservoir Chronicle: Tokyo Revelations,OVA  ,3,4.18,2007,"Adventure, Fantasy",,Production I.G
342,Junjou Romantica 2,TV   ,12,4.18,2008,"BL, Comedy",Fall ,Studio DEEN
343,The Girl Who Leapt Through Time,Movie,0,4.18,2006,"Romance, Sci Fi",,MADHOUSE
344,Wotakoi: Love is Hard for Otaku,TV   ,11,4.18,2018,"Comedy, Romance",Spring,A-1 Pictures
345,Berserk: Golden Age Arc III - The Advent,Movie,0,4.18,2013,"Action, Fantasy",,Studio 4°C
346,Puella Magi Madoka Magica the Movie Part 2: Eternal,Movie,0,4.18,2012,"Fantasy, Magical Girl",,SHAFT
347,Jujutsu Kaisen 0,Movie,0,4.18,2021,"Action, Shounen",,MAPPA
348,Nichijou: My Ordinary Life,TV   ,26,4.18,2011,"Comedy, Shounen",Spring,Kyoto Animation
349,Trigun,TV   ,26,4.18,1998,"Action, Adventure",Spring,MADHOUSE
350,Summer Wars,Movie,0,4.18,2009,"Action, Comedy",,MADHOUSE
351,Saga of Tanya the Evil,TV   ,12,4.18,2017,"Action, Fantasy",Winter,NUT
352,Psychic Princess,Web  ,16,4.18,2018,"Comedy, Drama",,Haoliners Animation League
353,Junjou Romantica 3,TV   ,12,4.17,2015,"BL, Comedy",Summer,Studio DEEN
354,Nodame Cantabile,TV   ,23,4.17,2007,"Comedy, Josei",Winter,J.C.Staff
355,Space Brothers,TV   ,99,4.17,2012,"Drama, Sci Fi",Spring,A-1 Pictures
356,Noragami,TV   ,12,4.17,2014,"Action, Comedy",Winter,Bones
357,The Seven Deadly Sins,TV   ,24,4.17,2014,"Action, Adventure",Fall ,A-1 Pictures
358,Detective Conan Movie 15: Quarter of Silence,Movie,0,4.17,2011,"Action, Mystery",,TMS Entertainment
359,Death Parade,TV   ,12,4.17,2015,"Drama, Afterlife",Winter,MADHOUSE
360,Ghost in the Shell: Stand Alone Complex,TV   ,26,4.17,2002,"Sci Fi, Cyberpunk",Fall ,Production I.G
361,Fire Force 2nd Season,TV   ,24,4.17,2020,"Action, Comedy",Summer,David Production
362,Kizumonogatari Part 1: Tekketsu,Movie,0,4.17,2016,"Drama, Ecchi",,SHAFT
363,Detective Conan Movie 13: The Raven Chaser,Movie,0,4.17,2009,"Action, Drama",,TMS Entertainment
364,Initial D Fifth Stage,TV   ,14,4.17,2012,"Action, Drama",Fall ,Synergy SP
365,Food Wars! The Fourth Plate,TV   ,12,4.17,2019,"Comedy, Ecchi",Fall ,J.C.Staff
366,Tokyo Ghoul,TV   ,12,4.17,2014,"Action, Drama",Summer,Pierrot
367,Swallowed Star,Web  ,26,4.17,2020,"Action, Fantasy",,Sparkly Key Animation Studio
368,Angel Beats!,TV   ,13,4.17,2010,"Action, Comedy",Spring,P.A. WORKS
369,In This Corner of the World,Movie,0,4.17,2016,"Drama, Seinen",,MAPPA
370,Whisper of the Heart,Movie,0,4.17,1995,"Comedy, Drama",,Studio Ghibli
371,My Hero Academia 5,TV   ,25,4.17,2021,"Action, Sci Fi",Spring,Bones
372,Castlevania Season 3,Web  ,10,4.17,2020,"Action, Adventure",Winter,Mua Film
373,Legend of the Galactic Heroes: Die Neue These Second 2,Movie,0,4.17,2019,"Drama, Sci Fi",,Production I.G
374,My Hero Academia Movie 3: World Heroes' Mission,Movie,0,4.17,2021,"Action, Sci Fi",,Bones
375,Puella Magi Madoka Magica,TV   ,12,4.17,2011,"Fantasy, Magical Girl",Winter,SHAFT
376,Ping Pong The Animation,TV   ,11,4.16,2014,"Drama, Seinen",Spring,Tatsunoko Production
377,Rurouni Kenshin,TV   ,94,4.16,1996,"Action, Shounen",Winter,Gallop
378,World Trigger 2nd Season,TV   ,12,4.16,2021,"Action, Sci Fi",Winter,Toei Animation
379,Hajime no Ippo: Mashiba vs Kimura,OVA  ,1,4.16,2003,"Action, Drama",,MADHOUSE
380,Code Geass Movie: Lelouch of the Re;surrection,Movie,0,4.16,2019,"Action, Drama",,Sunrise
381,Star Blazers: Space Battleship Yamato 2199,OVA  ,26,4.16,2012,"Adventure, Sci Fi",,XEBEC
382,Yaoshenji 3rd Season,Web  ,40,4.16,2018,"Action, Fantasy",,Ruo Hong Culture
383,One Piece Film: Gold,Movie,0,4.16,2016,"Action, Adventure",,Toei Animation
384,Laid-Back Camp,TV   ,12,4.16,2018,"Adventure, Comedy",Winter,C-Station
385,Land of the Lustrous,TV   ,12,4.16,2017,"Action, Drama",Fall ,Orange
386,86: Eighty-Six,TV   ,11,4.16,2021,"Action, Drama",Spring,A-1 Pictures
387,BECK: Mongolian Chop Squad,TV   ,26,4.16,2004,"Drama, Shounen",Fall ,MADHOUSE
388,Cross Game,TV   ,50,4.16,2009,"Drama, Shounen",Spring,Synergy SP
389,Wotakoi: Love is Hard for Otaku - Youth,OVA  ,1,4.16,2019,"Comedy, Romance",,A-1 Pictures
390,Wanmei Shijie,Web  ,41,4.16,2021,"Action, Adventure",,Foch
391,Sleepy Princess in the Demon Castle,TV   ,12,4.16,2020,"Comedy, Fantasy",Fall ,Doga Kobo
392,Gintama: Jump Festa 2014,Other,0,4.16,2014,"Comedy, Shounen",,Sunrise
393,Beyond the Boundary Movie: I'll Be Here - Future,Movie,0,4.16,2015,"Action, Drama",,Kyoto Animation
394,Ghost in the Shell: Stand Alone Complex - The Laughing Man,Movie,0,4.16,2005,"Sci Fi, Cyberpunk",,Production I.G
395,Nodame Cantabile: Paris,TV   ,11,4.16,2008,"Comedy, Josei",Fall ,J.C.Staff
396,Nana,TV   ,47,4.16,2006,"Drama, Romance",Spring,MADHOUSE
397,Girls und Panzer der Film,Movie,0,4.16,2015,"Action, Military",,Actas
398,Kimi ni Todoke - From Me To You 2nd Season,TV   ,12,4.16,2011,"Comedy, Drama",Winter,Production I.G
399,Wan Sheng Jie 2,Web  ,12,4.16,2020,"Comedy, Fantasy",,FENZ
400,Fate/stay night: Heaven's Feel I. presage flower,Movie,0,4.15,2017,"Action, Fantasy",,ufotable
401,Quanzhi Gaoshou,TV   ,12,4.15,2017,"Action, Drama",Spring,G.CMay Animation & Film
402,Detective Conan Movie 23: The Fist of Blue Sapphire,Movie,0,4.15,2019,"Mystery, Detectives",,V1 Studio
403,My Hero Academia Movie: Two Heroes,Movie,0,4.15,2018,"Action, Sci Fi",,Bones
404,Trigun: Badlands Rumble,Movie,0,4.15,2010,"Action, Desert",,MADHOUSE
405,Princess Jellyfish,TV   ,11,4.15,2010,"Comedy, Josei",Fall ,Brain's Base
406,Hozuki's Coolheadedness 2nd Season: Part II,TV   ,13,4.15,2018,"Comedy, Seinen",Spring,Studio DEEN
407,Miss Kobayashi's Dragon Maid,TV   ,13,4.15,2017,"Comedy, Fantasy",Winter,Kyoto Animation
408,Astra Lost in Space,TV   ,12,4.15,2019,"Action, Adventure",Summer,Lerche
409,Assassination Classroom 2nd Season: Kagaijugyou-hen,Web  ,8,4.15,2016,"Action, Comedy",Winter,Lerche
410,Dou Po Cangqiong 3rd Season,Web  ,12,4.15,2019,"Action, Fantasy",,Motion Magic
411,Tokyo Godfathers,Movie,0,4.15,2003,"Adventure, Comedy",,MADHOUSE
412,Snow White with the Red Hair,TV   ,12,4.15,2015,"Drama, Fantasy",Summer,Bones
413,Black Clover,TV   ,170,4.15,2017,"Action, Adventure",Fall ,Pierrot
414,Laputa: Castle in the Sky,Movie,0,4.15,1986,"Adventure, Fantasy",,Studio Ghibli
415,Kiki's Delivery Service,Movie,0,4.15,1989,"Fantasy, Slice of Life",,Studio Ghibli
416,Detective Conan Movie 18: The Sniper From Another Dimension,Movie,0,4.15,2014,"Action, Mystery",,TMS Entertainment
417,Attack on Titan Movie 3: The Roar of Awakening,Movie,0,4.15,2018,"Action, Fantasy",,WIT Studio
418,Redline,Movie,0,4.15,2009,"Action, Romance",,MADHOUSE
419,"Love Chunibyo & Other Delusions! Movie: Take On Me",Movie,0,4.15,2018,"Comedy, Drama",,Kyoto Animation
420,One-Punch Man: Road to Hero,OVA  ,1,4.15,2015,"Action, Comedy",,MADHOUSE
421,Mobile Suit Gundam: The Origin,OVA  ,6,4.15,2015,"Action, Drama",,Sunrise
422,Non Non Biyori Movie: Vacation,Movie,0,4.15,2018,"Slice of Life, Countryside",,SILVER LINK.
423,Made in Abyss: Tabidachi no Yoake,Movie,0,4.15,2019,"Adventure, Drama",,Kinema Citrus
424,Ghost in the Shell: Stand Alone Complex - Solid State Society,Movie,0,4.15,2006,"Action, Sci Fi",,Production I.G
425,Yowamushi Pedal: Grande Road,TV   ,24,4.14,2014,"Shounen, Sports",Fall ,TMS Entertainment
426,Hozuki's Coolheadedness OVA 3,OVA  ,3,4.14,2019,"Comedy, Seinen",,Pine Jam
427,Junjou Romantica OVA 2,OVA  ,1,4.14,2015,"BL, Comedy",,Studio DEEN
428,Welcome to the Ballroom,TV   ,24,4.14,2017,"Drama, Shounen",Summer,Production I.G
429,Yu Yu Hakusho,TV   ,112,4.14,1992,"Action, Shounen",,Pierrot
430,Katanagatari,TV   ,12,4.14,2010,"Action, Adventure",Winter,WHITE FOX
431,Full Metal Panic? Fumoffu,TV   ,12,4.14,2003,"Action, Comedy",Summer,Kyoto Animation
432,Log Horizon,TV   ,25,4.14,2013,"Adventure, Fantasy",Fall ,SATELIGHT
433,Major: Message,OVA  ,1,4.14,2010,"Drama, Shounen",,Synergy SP
434,Keep Your Hands Off Eizouken!,TV   ,12,4.14,2020,"Comedy, Seinen",Winter,Science SARU
435,Yoh Kamiyama: YELLOW,Music,0,4.14,2018,"Vocaliod, JPop",,
436,My Teen Romantic Comedy SNAFU TOO!,TV   ,13,4.14,2015,"Comedy, Drama",Spring,feel.
437,Magi: Adventure of Sinbad,TV   ,13,4.14,2016,"Action, Adventure",Spring,Lay-duce
438,Clannad,TV   ,23,4.14,2007,"Comedy, Drama",Fall ,Kyoto Animation
439,TONIKAWA: Over the Moon for You,TV   ,12,4.14,2020,"Comedy, Romance",Fall ,Seven Arcs
440,Free! Eternal Summer - Forbidden All Hard!,DVD S,0,4.14,2015,"Sports, School Club",,Animation Do
441,The Last: Naruto the Movie,Movie,0,4.14,2014,"Action, Fantasy",,Pierrot
442,One Piece 3D2Y: Overcoming Ace's Death! Luffy's Pledge to His Friends!,TV Sp,0,4.14,2014,"Action, Fantasy",,Toei Animation
443,Teasing Master Takagi-san 2,TV   ,12,4.14,2019,"Comedy, Romance",Summer,Shin-Ei Animation
444,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,TV Sp,0,4.14,2012,"Action, Adventure",,Toei Animation
445,Initial D Second Stage,TV   ,13,4.14,1999,"Action, Drama",Fall ,Pastel
446,Sekai-ichi Hatsukoi: Yokozawa Takafumi no Baai,Movie,0,4.14,2014,"BL, Comedy",,Studio DEEN
447,Fairy Tail,TV   ,175,4.14,2009,"Action, Adventure",Fall ,A-1 Pictures
448,Teasing Master Takagi-san 3,TV   ,0,4.14,2022,"Comedy, Romance",Winter,Shin-Ei Animation
449,Omae Umasou da na Movie,Movie,0,4.14,2010,"Dinosaurs, Family Friendly",,Ajia-do
450,Black Lagoon,TV   ,12,4.13,2006,"Action, Seinen",Spring,MADHOUSE
451,One Piece: Episode of East Blue,TV Sp,0,4.13,2017,"Adventure, Fantasy",,Toei Animation
452,Baccano! Specials,DVD S,0,4.13,2008,"Action, America",,Brain's Base
453,Durarara!!,TV   ,24,4.13,2010,"Action, Gangs",Winter,Brain's Base
454,TONIKAWA: Over the Moon for You OVA,OVA  ,1,4.13,2021,"Comedy, Romance",,Seven Arcs
455,Detective Conan Movie 8: Magician of the Silver Sky,Movie,0,4.13,2004,"Mystery, Shounen",,TMS Entertainment
456,Kimi ni Todoke - From Me To You,TV   ,25,4.13,2009,"Comedy, Drama",Fall ,Production I.G
457,Spice and Wolf,TV   ,13,4.13,2008,"Adventure, Drama",Winter,IMAGIN
458,Nisemonogatari,TV   ,11,4.13,2012,"Action, Comedy",Winter,SHAFT
459,Attack on Titan: The Final Season PV,Web  ,1,4.13,2020,"Action, Fantasy",,MAPPA
460,High Speed! -Free! Starting Days-,Movie,0,4.13,2015,"Drama, Sports",,Kyoto Animation
461,One Piece: Episode of Sabo,TV Sp,0,4.13,2015,"Action, Adventure",,Toei Animation
462,Time of Eve,Web  ,6,4.13,2008,"Drama, Sci Fi",Summer,Studio Rikka
463,The Case Study of Vanitas: Part II,TV   ,0,4.13,2022,"Adventure, Drama",Winter,Bones
464,The Prince of Tennis: The National Tournament - Final,OVA  ,7,4.13,2008,"Shounen, Sports",,M.S.C.
465,Time of Eve Movie,Movie,0,4.13,2010,"Drama, Sci Fi",,Studio Rikka
466,When Marnie Was There,Movie,0,4.13,2014,"Drama, Coming of Age",,Studio Ghibli
467,Megalo Box 2: Nomad,TV   ,13,4.13,2021,"Action, Drama",Spring,TMS Entertainment
468,Baby Steps 2,TV   ,25,4.13,2015,"Shounen, Sports",Spring,Pierrot
469,Kuroko's Basketball Movie 3: Winter Cup Highlights -Crossing the Door-,Movie,0,4.13,2016,"Shounen, Sports",,Production I.G
470,Fate/stay night: Unlimited Blade Works Prologue,TV Sp,0,4.13,2014,"Action, Fantasy",,ufotable
471,Mononoke,TV   ,12,4.13,2007,"Horror, Abstract",Summer,Toei Animation
472,The Tatami Galaxy,TV   ,11,4.13,2010,"Comedy, Romance",Spring,MADHOUSE
473,GATE (2016),TV   ,12,4.13,2016,"Action, Adventure",Winter,A-1 Pictures
474,The Pet Girl of Sakurasou,TV   ,24,4.13,2012,"Comedy, Drama",Fall ,J.C.Staff
475,Tenchi Muyo! War on Geminar,OVA  ,13,4.13,2009,"Action, Ecchi",,AIC Spirits
476,Terror in Resonance,TV   ,11,4.13,2014,"Action, Drama",Summer,MAPPA
477,Durarara!! X2 The Third Arc,TV   ,12,4.13,2016,"Action, Comedy",Winter,Shuka
478,Nura: Rise of the Youkai Clan - Demon Capital,TV   ,24,4.13,2011,"Action, Shounen",Summer,Studio DEEN
479,Full Metal Panic! The Second Raid,TV   ,0,4.13,2005,"Action, Comedy",Summer,Kyoto Animation
480,Gintama: Dai Hanseikai,Other,0,4.13,2010,"Action, Comedy",,Sunrise
481,Berserk,TV   ,25,4.13,1997,"Action, Fantasy",Fall ,OLM
482,Durarara!! X2,TV   ,12,4.13,2015,"Action, Comedy",Winter,Shuka
483,Detective Conan Movie 5: Countdown to Heaven,Movie,0,4.13,2001,"Drama, Mystery",,TMS Entertainment
484,Noragami Aragoto OVA,OVA  ,2,4.13,2015,"Comedy, Shounen",,Bones
485,Stars Align,TV   ,12,4.13,2019,"Drama, Sports",Fall ,8-Bit
486,Mobile Suit Gundam 00,TV   ,25,4.13,2007,"Action, Mecha",Fall ,Sunrise
487,Link Click: Marrying by Contesting,Web  ,1,4.13,2021,"Fantasy, Chinese Animation",,Studio LAN
488,Obey Me! Celestial Ray,Music,0,4.13,2020,"Demons, Supernatural",,
489,Lupin III: Part V,TV   ,24,4.13,2018,"Action, Comedy",Spring,Telecom Animation Film
490,Detective Conan Movie 22: Zero The Enforcer,Movie,0,4.12,2018,"Drama, Mystery",,TMS Entertainment
491,Free! -Take Your Marks-,Movie,0,4.12,2017,"Sports, School Club",,Kyoto Animation
492,Magi: The Labyrinth of Magic,TV   ,25,4.12,2012,"Action, Adventure",Fall ,A-1 Pictures
493,ReLIFE,Web  ,13,4.12,2016,"Comedy, Drama",Summer,Double Eagle
494,Dorohedoro,TV   ,12,4.12,2020,"Action, Fantasy",Winter,MAPPA
495,A Certain Scientific Railgun S,TV   ,24,4.12,2013,"Action, Sci Fi",Spring,J.C.Staff
496,Ghost in the Shell: Stand Alone Complex - Individual Eleven,Movie,0,4.12,2006,"Sci Fi, Cyberpunk",,Production I.G
497,Daily Lives of High School Boys,TV   ,12,4.12,2012,"Comedy, Shounen",Winter,Sunrise
498,Asobi Asobase,TV   ,12,4.12,2018,"Comedy, All-Girls School",Summer,Lerche
499,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,DVD S,0,4.12,2015,"Sci Fi, Psychological",,WHITE FOX
500,Patema Inverted,Movie,0,4.12,2013,"Adventure, Sci Fi",,Studio Rikka
501,Stand by Me Doraemon,Movie,0,4.12,2014,"Comedy, Drama",,Robot
502,Sekai-ichi Hatsukoi: World's Greatest First Love OVA,OVA  ,2,4.12,2011,"BL, Comedy",,Studio DEEN
503,Magical Girl Lyrical Nanoha: The Movie 2nd A's,Movie,0,4.12,2012,"Fantasy, Magical Girl",,Seven Arcs
504,"The Garden of Sinners Movie 3: Ever Cry Never Life. (Remaining Sense of Pain)",Movie,0,4.12,2008,"Drama, Mystery",,ufotable
505,Gintama: Jump Festa 2015,Other,0,4.12,2015,"Comedy, Sci Fi",,BN Pictures
506,Black Lagoon: Roberta's Blood Trail,OVA  ,5,4.12,2010,"Action, Seinen",,MADHOUSE
507,Bungo Stray Dogs,TV   ,12,4.12,2016,"Action, Comedy",Spring,Bones
508,The World God Only Knows: Goddesses Arc,TV   ,12,4.12,2013,"Comedy, Fantasy",Summer,Manglobe
509,Legend of the Galactic Heroes: Die Neue These Second 1,Movie,0,4.12,2019,"Drama, Sci Fi",,Production I.G
510,KonoSuba – God’s blessing on this wonderful world! 2 OVA,OVA  ,1,4.12,2017,"Comedy, Fantasy",,Studio DEEN
511,Bakuman.,TV   ,25,4.12,2010,"Drama, Shounen",Fall ,J.C.Staff
512,Tian Bao Fuyao Lu 2nd Season,Web  ,13,4.12,2021,"BL, Fantasy",,Sparkly Key Animation Studio
513,Hozuki's Coolheadedness 2nd Season,TV   ,13,4.12,2017,"Comedy, Seinen",Fall ,Studio DEEN
514,xxxHOLiC Shunmuki,OVA  ,2,4.12,2009,"Comedy, Seinen",,Production I.G
515,Berserk: Golden Age Arc II - The Battle for Doldrey,Movie,0,4.12,2012,"Action, Fantasy",,Studio 4°C
516,Yona of the Dawn OVA,OVA  ,1,4.12,2015,"Fantasy, Shoujo",,Pierrot
517,Darker than Black,TV   ,25,4.11,2007,"Action, Sci Fi",Spring,Bones
518,Wan Sheng Jie,Web  ,12,4.11,2020,"Comedy, Fantasy",,FENZ
519,Initial D,TV   ,26,4.11,1998,"Action, Drama",Spring,Gallop
520,Tsukimonogatari,TV Sp,0,4.11,2014,"Comedy, Ecchi",,SHAFT
521,Welcome to the NHK!,TV   ,24,4.11,2006,"Comedy, Drama",Summer,GONZO
522,One-Punch Man 2,TV   ,12,4.11,2019,"Action, Comedy",Spring,J.C.Staff
523,JoJo's Bizarre Adventure (2012),TV   ,26,4.11,2012,"Action, Shounen",Fall ,David Production
524,Code Geass: Lelouch of the Rebellion III - Glorification,Movie,0,4.11,2018,"Mecha, Sci Fi",,Sunrise
525,Fullmetal Alchemist: Brotherhood Specials,DVD S,0,4.11,2009,"Action, Comedy",,Bones
526,Detective Conan Movie 3: The Last Magician of the Century,Movie,0,4.11,1999,"Mystery, Shounen",,TMS Entertainment
527,Free! Road to the World - Yume,Movie,0,4.11,2019,"Sports, Recap",,Animation Do
528,Non Non Biyori Repeat,TV   ,12,4.11,2015,"Comedy, Seinen",Summer,SILVER LINK.
529,Jormungand: Perfect Order,TV   ,12,4.11,2012,"Action, Seinen",Fall ,WHITE FOX
530,Durarara!! X2 The Second Arc,TV   ,12,4.11,2015,"Action, Comedy",Summer,Shuka
531,Slam Dunk,TV   ,101,4.11,1993,"Action, Comedy",,Toei Animation
532,Aria the Origination,TV   ,13,4.11,2008,"Sci Fi, Shounen",Winter,Hal Film Maker
533,Chihayafuru,TV   ,25,4.11,2011,"Drama, Josei",Fall ,MADHOUSE
534,Sound! Euphonium 2,TV   ,0,4.11,2016,"Drama, Music",Fall ,Kyoto Animation
535,Sekai-ichi Hatsukoi: Valentine-hen,Movie,0,4.11,2014,"BL, Comedy",,Studio DEEN
536,Drifters,TV   ,12,4.11,2016,"Action, Fantasy",Fall ,Hoods Entertainment
537,Magi: Adventure of Sinbad OVA,OVA  ,5,4.11,2014,"Action, Adventure",,Lay-duce
538,Promare,Movie,0,4.11,2019,"Action, Sci Fi",,TRIGGER
